Filename,Chunk Size,Generated Question,dynamic_tinybert_q_a_1024_1 Docs,dynamic_tinybert_q_a_1024_3 Docs,dynamic_tinybert_q_a_1024_5 Docs,dynamic_tinybert_q_a_1024_10 Docs,gpt2-medium_q_a_1024_gpt2-medium_q_a_1024_1 Docs,gpt2-medium_q_a_1024_gpt2-medium_q_a_1024_10 Docs,gpt2-medium_q_a_1024_gpt2-medium_q_a_1024_3 Docs,gpt2-medium_q_a_1024_gpt2-medium_q_a_1024_5 Docs,t5-base_q_a_1024_t5-base_q_a_1024_1 Docs,t5-base_q_a_1024_t5-base_q_a_1024_10 Docs,t5-base_q_a_1024_t5-base_q_a_1024_3 Docs,t5-base_q_a_1024_t5-base_q_a_1024_5 Docs
aa23-278a_chunk_9.txt,1024,What are the different ways that attackers can gain access and compromise remote services,exploit OS and firmware vulnerabilities,exploit OS and firmware vulnerabilities,"vulnerability scanning, and threat intelligence collaboration","vulnerability scanning, and threat intelligence collaboration",&CK Techniques,.g,&CK Techniques,.g,"Table 20: ATT&CK Techniques for Enterprise – Lateral Movement Exploitation of Remote Services T1210 Malicious actors can exploit OS and firmware vulnerabilities to gain unauthorized network access, compromise sensitive data, and disrupt operations",True,"Table 20: ATT&CK Techniques for Enterprise – Lateral Movement Exploitation of Remote Services T1210 Malicious actors can exploit OS and firmware vulnerabilities to gain unauthorized network access, compromise sensitive data, and disrupt operations","Table 20: ATT&CK Techniques for Enterprise – Lateral Movement Exploitation of Remote Services T1210 Malicious actors can exploit OS and firmware vulnerabilities to gain unauthorized network access, compromise sensitive data, and disrupt operations"
aa22-055a_chunk_1.txt,1024,What is a potential exploit that could be used against the target system to gain access and execute code,Exploitation for Client Execution T1203 MuddyWater,Exploitation for Client Execution T1203 MuddyWater,Exploitation for Client Execution T1203 MuddyWater,Exploitation for Client Execution T1203 MuddyWater,MuddyWater has used malware that has the capability,MuddyWater has used malware that has the capability,MuddyWater has used malware that has the capability,MuddyWater has used malware that has the capability,POWERSTATS,POWERSTATS,POWERSTATS,POWERSTATS
aa23-059a_chunk_3.txt,1024,What are the key vulnerabilities that could have contributed  to the lack of response to Phase 2 events,Insufficient host and network monitoring,memory leak,memory leak,threat actors to download tools to the c:\drive without virus scans,’s network. The organization failed,54.217[.]2 and removed mde.ps,2022-3545 has been assigned to this vulnerability,2022-3545 has been assigned to this vulnerability,Insufficient host and network monitoring,Microsoft Exchange Server 2013 Cumulative Update 23 Microsoft Exchange Server 2016 Cumulative Updates 19 and 20,3.2.19 OUT-OF-BOUNDS WRITE CWE-787,SolarWinds Orion
aa24-038a_chunk_3.txt,1024,What is the purpose of capturing and removing sensitive logs from a compromise,to analyze user authentication patterns within the network,to analyze user authentication patterns within the network,to analyze user authentication patterns within the network,to analyze user authentication patterns within the network,".log file contained user activities on a compromised system, showcasing a combination",".log file contained user activities on a compromised system, showcasing a combination",".log file contained user activities on a compromised system, showcasing a combination",".log file contained user activities on a compromised system, showcasing a combination",analyze user authentication patterns within the network,Microsoft Security Update Guide: Windows Print Spooler Remote Code Execution Vulnerability,analyze user authentication patterns within the network,analyze user authentication patterns within the network
icsa-24-046-11_chunk_10.txt,1024,What is the purpose of using a CVss base vector with the string ( CVCS:1:AVN:ACL:PRNUI RNS:S) in vulnerability  3 2.,does not escape control characters in log messages,does not escape control characters in log messages,does not escape control characters in log messages,does not escape control characters in log messages,2023-27534 has been assigned to this vulnerability,2023-27534 has been assigned to this vulnerability,2023-27534 has been assigned to this vulnerability,2023-27534 has been assigned to this vulnerability,True,CVCS:1:PRNUI RNS:S,CVCS:1:PRNUI RNS:S,CVCS:1:PRNUI RNS:S
aa22-277a_chunk_3.txt,1024,What is the purpose of disabling cleartext administration and disabling all other remote administration tools,Use encrypted services to protect network communications,Use encrypted services to protect network communications,Use encrypted services to protect network communications,Use encrypted services to protect network communications,unable to determine what this process was as the process identifier (PID,unable to determine what this process was as the process identifier (PID,unable to determine what this process was as the process identifier (PID,unable to determine what this process was as the process identifier (PID,ensures that sensitive information cannot be easily obtained by a threat actor capturing network traffic,ensures that sensitive information cannot be easily obtained by a threat actor capturing network traffic,ensures that sensitive information cannot be easily obtained by a threat actor capturing network traffic,ensures that sensitive information cannot be easily obtained by a threat actor capturing network traffic
aa23-136a_chunk_4.txt,1024,What is the purpose of disabling the AMI (Anti-Malware Interface) on windows   How does this affect the security of a system,to inspect scripts prior to execution,to inspect scripts prior to execution,to inspect scripts prior to execution,high attack complexity,.dll is a malware file and not associated,CISA at this,.dll is a malware file and not associated,.dll is a malware file and not associated,AMSI is a built-in feature on Windows 10 and newer that provides an interface for anti-malware scanners to inspect scripts prior to execution,Obtain Capabilities: Malware T1587.001 Actors used a variant of Metasploit (Meterpreter) on the ServiceDesk system,AMSI is a built-in feature on Windows 10 and newer that provides an interface for anti-malware scanners to inspect scripts prior to execution,Obtain Capabilities: Malware T1587.001 Actors used a variant of Metasploit (Meterpreter) on the ServiceDesk system
aa23-165a_chunk_2.txt,1024,"What is the purpose of using the ""Web Protocols"" application layer protocol in file transfers",FreeFileSync Facilitates cloud-based file synchronization,FreeFileSync Facilitates cloud-based file synchronization,FreeFileSync Facilitates cloud-based file synchronization,FreeFileSync Facilitates cloud-based file synchronization,&CK Techniques,&CK Techniques,&CK Techniques,&CK Techniques,T1071.002 Application Layer Protocol: File Transfer Protocols FreeFileSync Facilitates cloud-based file synchronization,T1071.002 Application Layer Protocol: File Transfer Protocols FreeFileSync Facilitates cloud-based file synchronization,T1071.002 Application Layer Protocol: File Transfer Protocols FreeFileSync Facilitates cloud-based file synchronization,T1071.002 Application Layer Protocol: File Transfer Protocols FreeFileSync Facilitates cloud-based file synchronization
icsa-23-166-11_chunk_6.txt,1024,What is the purpose of using the CVss v 2 base scores in this context,use-after-free caused by refcount races,use-after-free caused by refcount races,use-after-free caused by refcount races,use-after-free caused by refcount races,https://github.com/torvalds,https://github.com/torvalds,https://github.com/torvalds,https://github.com/torvalds,3.2.84 USE AFTER FREE CWE-416 mm/rmap.c in the Linux kernel before 5.19.7 has a use-after-free related to leaf anon_vma double reuse,3.2.84 USE AFTER FREE CWE-416 mm/rmap.c in the Linux kernel before 5.19.7 has a use-after-free related to leaf anon_vma double reuse,3.2.84 USE AFTER FREE CWE-416 mm/rmap.c in the Linux kernel before 5.19.7 has a use-after-free related to leaf anon_vma double reuse,3.2.84 USE AFTER FREE CWE-416 mm/rmap.c in the Linux kernel before 5.19.7 has a use-after-free related to leaf anon_vma double reuse
icsa-24-102-08_chunk_4.txt,1024,What is the purpose of reporting vulnerabilities to the Cisa,tracking and correlation against other incidents,tracking and correlation against other incidents,tracking and correlation against other incidents,tracking and correlation against other incidents,April 11,April 11,April 11,April 11,report findings to CISA for tracking and correlation against other incidents,report findings to CISA for tracking and correlation against other incidents,report findings to CISA for tracking and correlation against other incidents,report findings to CISA for tracking and correlation against other incidents
aa23-278a_chunk_0.txt,1024,What are the ten most commonly reported network configuration misconfiguration vulnerabilities,Default configurations of software and applications,Default configurations of software and applications,Default configurations of software and applications,Default configurations of software and applications,.S,.S,.S,.S,True,True,True,True
aa23-263a_chunk_3.txt,1024,What is the purpose of installing antivirus on hosts  How can antivirus be used to detect and prevent ransomware attacks,"Install, regularly update, and enable real time detection","Install, regularly update, and enable real time detection","Install, regularly update, and enable real time detection","Install, regularly update, and enable real time detection",/or fund illicit activities. Regardless,/or fund illicit activities. Regardless,/or fund illicit activities. Regardless,/or fund illicit activities. Regardless,real time detection,real time detection,real time detection,real time detection
icsa-23-166-11_chunk_1.txt,1024,What is the purpose of using OpenSSL s re-hash functionality,does not support OCB based cipher suites for TLS and DTLS,does not support OCB based cipher suites for TLS and DTLS,does not support OCB based cipher suites for TLS and DTLS,does not support OCB based cipher suites for TLS and DTLS,2022-2078 has been assigned to this vulnerability,2022-2078 has been assigned to this vulnerability,2022-2078 has been assigned to this vulnerability,2022-2078 has been assigned to this vulnerability,use of the c_rehash script is considered obsolete and should be replaced by the OpenSSL rehash command line tool,3.2.19 OUT-OF-BOUNDS WRITE CWE-787,3.2.19 OUT-OF-BOUNDS WRITE CWE-787,3.2.19 OUT-OF-BOUNDS WRITE CWE-787
aa23-165a_chunk_4.txt,1024,What is the best way to implement leastprivilege access control in the context of ransomware attacks,requiring administrators to use administrative accounts for managing systems,requiring administrators to use administrative accounts for managing systems,requiring administrators to use administrative accounts for managing systems,requiring administrators to use administrative accounts for managing systems,.g,.g,.g,.g,requiring administrators to use administrative accounts for managing systems,requiring administrators to use administrative accounts for managing systems,requiring administrators to use administrative accounts for managing systems,requiring administrators to use administrative accounts for managing systems
aa21-008a_chunk_2.txt,1024,What is an effective way to monitor the telemetry data in Azure for suspicious activity,csv Investigate high-value administrative accounts,csv Investigate high-value administrative accounts,csv Investigate high-value administrative accounts,csv Investigate high-value administrative accounts,"part of its investigation, Sparrow homes in","part of its investigation, Sparrow homes in","part of its investigation, Sparrow homes in","part of its investigation, Sparrow homes in",use of industry-standard SIEMs for log detection is crucial for providing historical context for threat hunting,use of industry-standard SIEMs for log detection is crucial for providing historical context for threat hunting,use of industry-standard SIEMs for log detection is crucial for providing historical context for threat hunting,use of industry-standard SIEMs for log detection is crucial for providing historical context for threat hunting
icsa-23-166-11_chunk_8.txt,1024,What is the purpose of enabling certificate validation in OpenVPN,suddenly enabling the policy check could break existing deployments,suddenly enabling the policy check could break existing deployments,suddenly enabling the policy check could break existing deployments,suddenly enabling the policy check could break existing deployments,cisa.gov,cisa.gov,cisa.gov,cisa.gov,Certificate policy checks are disabled by default in OpenSSL and are not commonly used by applications,Certificate policy checks are disabled by default in OpenSSL and are not commonly used by applications,Certificate policy checks are disabled by default in OpenSSL and are not commonly used by applications,Certificate policy checks are disabled by default in OpenSSL and are not commonly used by applications
aa23-059a_chunk_7.txt,1024,What is the purpose of storing SSH password information in the bash historical file,Credentials from Password Stores,Credentials from Password Stores,Credentials from Password Stores,Credentials from Password Stores,’s C2 servers. Proxy: Domain Fronting T1090,’s C2 servers. Proxy: Domain Fronting T1090,’s C2 servers. Proxy: Domain Fronting T1090,’s C2 servers. Proxy: Domain Fronting T1090,passwords saved in bash history,passwords saved in bash history,passwords saved in bash history,passwords saved in bash history
icsa-24-102-08_chunk_1.txt,1024,What is the purpose of adding a `BIO_filter BIO` to front the ` BIO ` chain in `B62_Write_ ASN 2` function,to form a BIO chain,to form a BIO chain,to form a BIO chain,to form a BIO chain,untrusted source could be vulernable to a denial,untrusted source could be vulernable to a denial,untrusted source could be vulernable to a denial,untrusted source could be vulernable to a denial,"primarily used internally to OpenSSL to support the SMIME, CMS and PKCS7 streaming capabilities","primarily used internally to OpenSSL to support the SMIME, CMS and PKCS7 streaming capabilities","primarily used internally to OpenSSL to support the SMIME, CMS and PKCS7 streaming capabilities","primarily used internally to OpenSSL to support the SMIME, CMS and PKCS7 streaming capabilities"
aa23-347a_chunk_0.txt,1024,What is the potential impact of exploiting this vulnerability on software engineers and their source codes,the authoring agencies assess the SVR could benefit from access to victims,the authoring agencies assess the SVR could benefit from access to victims,the authoring agencies assess the SVR could benefit from access to victims,the authoring agencies assess the SVR could benefit from access to victims,"23-347A STIX XML (XML, 76.99 KB","23-347A STIX XML (XML, 76.99 KB","23-347A STIX XML (XML, 76.99 KB","23-347A STIX XML (XML, 76.99 KB","By choosing to exploit CVE-2023-42793, a software development program, the authoring agencies assess the SVR could benefit from access to victims, particularly by allowing the threat actors to compromise the networks of dozens of software developers","Microsoft Security Update Guide: Windows Print Spooler Remote Code Execution Vulnerability, CVE-2021-40444","By choosing to exploit CVE-2023-42793, a software development program, the authoring agencies assess the SVR could benefit from access to victims, particularly by allowing the threat actors to compromise the networks of dozens of software developers","By choosing to exploit CVE-2023-42793, a software development program, the authoring agencies assess the SVR could benefit from access to victims, particularly by allowing the threat actors to compromise the networks of dozens of software developers"
icsa-23-166-11_chunk_5.txt,1024,What is the purpose of the CVss vector in this code,Because of a race condition,Because of a race condition,Because of a race condition,Because of a race condition,score of 7.5 has been assigned,score of 7.5 has been assigned,score of 7.5 has been assigned,score of 7.5 has been assigned,CVE-2022-32125 has been assigned to this vulnerability. A CVSS v3 base score of 6.7 has been assigned.,CVE-2022-20422 has been assigned to this vulnerability. A CVSS v3 base score of 5.5 has been calculated.,A local attacker could use this to cause a denial of service (system crash) or execute arbitrary code,A local attacker could use this to cause a denial of service (system crash) or execute arbitrary code
aa23-201a_chunk_3.txt,1024,What is the purpose of the passage,Collect and review artifacts,Collect and review artifacts,Collect and review artifacts,Collect and review artifacts,"6, 2023","6, 2023","6, 2023","6, 2023",5.255.101[.]76 Attempted outbound connection to this C2 observed on a victim,5.255.101[.]76 Attempted outbound connection to this C2 observed on a victim,5.255.101[.]76 Attempted outbound connection to this C2 observed on a victim,5.255.101[.]76 Attempted outbound connection to this C2 observed on a victim
aa23-061a_chunk_0.txt,1024,What is the percentage or percentage range of files that are encrypted by the Royal ransomware,percentage,percentage,percentage,percentage,.S,.S,.S,.S,True,True,True,alleged number of victims worldwide on LockBit leak sites starting in Q3 2020
aa23-319a_chunk_4.txt,1024,What is the purpose of this passage,Privacy & Use policy,to access hosted resources without significant evidence or telemetry being generated,to access hosted resources without significant evidence or telemetry being generated,to access hosted resources without significant evidence or telemetry being generated,November 15,"6, 2021","6, 2021","6, 2021",This product is provided subject to this Notification and this Privacy & Use policy,True,This product is provided subject to this Notification and this Privacy & Use policy,True
icsa-23-222-09_chunk_4.txt,1024,What is the attack complexitiy of the vulnerability,high attack complexity,high attack complexity,high attack complexity,high attack complexity,CISA at this,CISA at this,CISA at this,CISA at this,This vulnerability has a high attack complexity,"Microsoft Security Update Guide: Microsoft Print Spooler Remote Code Execution Vulnerability, CVE-2021-40444",This vulnerability has a high attack complexity,This vulnerability has a high attack complexity
aa23-158a_chunk_1.txt,1024,What is the purpose of downloading and running the FLAWEDGRACE or COBAL STK beacons,Truebot,Truebot,Truebot,Truebot,2 =,2 =,2 =,2 =,Truebot,Truebot,Truebot,Truebot
aa23-250a_chunk_1.txt,1024,What is the purpose of the .txt files downloaded from C#,malicious purposes,malicious purposes,malicious purposes,extortion of the organization,Mimikatz than listed above. 2023-01,"enumerate accessible network shares in a domain.[21],[22",Mimikatz than listed above. 2023-01,Mimikatz than listed above. 2023-01,False,a .NET DLL that is designed to invoke PowerShell to download and execute a file,False,Obtain Capabilities:
aa23-201a_chunk_2.txt,1024,What is the purpose of the file named *logintm*.php,Check shell logs for unusual post-ex commands,Check shell logs for unusual post-ex commands,Check shell logs for unusual post-ex commands,Check shell logs for unusual post-ex commands,&CK Techniques,&CK Techniques,&CK Techniques,&CK Techniques,SHA-1 Hash MD5 Hash Logouttm,SHA-1 Hash MD5 Hash Logouttm,SHA-1 Hash MD5 Hash Logouttm,SHA-1 Hash MD5 Hash Logouttm
aa22-117a_chunk_2.txt,1024,What is the purpose of using the Remote PowerShell feature in Exchange server,CCCS Alert Active Exploitation,CCCS Alert Active Exploitation,CCCS Alert Active Exploitation,CCCS Alert Active Exploitation,advisories. Canadian organizations,advisories. Canadian organizations,advisories. Canadian organizations,advisories. Canadian organizations,"Microsoft Exchange Server Remote Code Execution Vulnerability, CVE-2021-31207","Microsoft Exchange Server Remote Code Execution Vulnerability, CVE-2021-31207","Microsoft Exchange Server Remote Code Execution Vulnerability, CVE-2021-31207","Microsoft Exchange Server Remote Code Execution Vulnerability, CVE-2021-31207"
aa23-347a_chunk_5.txt,1024,What is the purpose of modifying the `internal properties` file,log will contain a log message,authentication can occur outside of an organization’s known infrastructure,authentication can occur outside of an organization’s known infrastructure,extortion of the organization,21.51[.]58 Exploitation Server 103.76.128,"enumerate accessible network shares in a domain.[21],[22","6, 2021","6, 2021",True,a recurring basis,True,a recurring basis
aa24-038a_chunk_9.txt,1024,What is the purpose of testing security control inventory against ATT & CK techniques,to assess how they perform,to assess how they perform,to assess how they perform,to assess how they perform,slogonevents,slogonevents,slogonevents,slogonevents,assess how they perform against the ATT&CK techniques described in this advisory,assess how they perform against the ATT&CK techniques described in this advisory,assess how they perform against the ATT&CK techniques described in this advisory,assess how they perform against the ATT&CK techniques described in this advisory
aa24-038a_chunk_2.txt,1024,"What is the purpose of using legitimate, outdated network tools for credential access and discovery",to obtain credentials,authentication can occur outside of an organization’s known infrastructure,authentication can occur outside of an organization’s known infrastructure,extortion of the organization,.e,"enumerate accessible network shares in a domain.[21],[22","6, 2021","6, 2021",Volt Typhoon actors also use legitimate but outdated versions of network admin and forensic tools,Obtains credentials for network access and exploitation,Obtains credentials for network access and exploitation,Obtains credentials for network access and exploitation
aa23-144a_chunk_4.txt,1024,"What is the purpose of using the ""Aes.Encrypt"" method in ShellJS",in furtherance of the authoring agencies’ cybersecurity missions,in furtherance of the authoring agencies’ cybersecurity missions,in furtherance of the authoring agencies’ cybersecurity missions,in furtherance of the authoring agencies’ cybersecurity missions,Scripting Interpreter,Scripting Interpreter,Scripting Interpreter,Scripting Interpreter,"Yara rules rule ShellJSP  strings: $s1 = ""decrypt(fpath)"" $s3 = ""decrypt(commandEnc)"" $s6 = ""newid""","Yara rules rule ShellJSP  strings: $s1 = ""decrypt(fpath)"" $s3 = ""decrypt(commandEnc)"" $s6 = ""newid""","Yara rules rule ShellJSP  strings: $s1 = ""decrypt(fpath)"" $s3 = ""decrypt(commandEnc)"" $s6 = ""newid""","Yara rules rule ShellJSP  strings: $s1 = ""decrypt(fpath)"" $s3 = ""decrypt(commandEnc)"" $s6 = ""newid"""
aa20-275a_chunk_1.txt,1024,What are some ways to effectively detect the PREATT & CK techniques used against an enterprise network,network intrusion detection systems (NIDS) and email gateways,network intrusion detection systems (NIDS) and email gateways,network intrusion detection systems (NIDS) and email gateways,network intrusion detection systems (NIDS) and email gateways,number of failed login attempts. Network Service Scanning [T1046,number of failed login attempts. Network Service Scanning [T1046,number of failed login attempts. Network Service Scanning [T1046,number of failed login attempts. Network Service Scanning [T1046,Detect obfuscation by analyzing signatures of modified files,Detect obfuscation by analyzing signatures of modified files,Detect obfuscation by analyzing signatures of modified files,Detect obfuscation by analyzing signatures of modified files
icsa-24-046-15_chunk_8.txt,1024,What is the purpose of reporting suspected suspicious activity to the CISC,tracking and correlation against other incidents,tracking and correlation against other incidents,tracking and correlation against other incidents,tracking and correlation against other incidents,CISA at this time. 5. UPDATE HISTORY February 15,CISA at this time. 5. UPDATE HISTORY February 15,CISA at this time. 5. UPDATE HISTORY February 15,CISA at this time. 5. UPDATE HISTORY February 15,tracking and correlation against other incidents,tracking and correlation against other incidents,tracking and correlation against other incidents,tracking and correlation against other incidents
aa23-059a_chunk_2.txt,1024,What is the purpose of using SSH session files to access hosts  How does this technique contribute to gaining root privileges on SBS,Modifying the user’s account,Modifying the user’s account,Modifying the user’s account,Modifying the user’s account,MDM vendor but were unable,MDM vendor but were unable,MDM vendor but were unable,MDM vendor but were unable,True,True,True,True
home-network-security_chunk_1.txt,1024,What is the best way to protect your wireless router from a potential attack,become an educated and cautious user,become an educated and cautious user,become an educated and cautious user,"a configurable, built-in network firewall",number of trial software and applications—referred,"addition to a network firewall, consider installing a firewall on all computers connected",number of trial software and applications—referred,number of trial software and applications—referred,True,True,True,True
aa22-320a_chunk_0.txt,1024,What is the purpose of implanting NGROK reverse Proxy on hosts,to maintain persistence,to maintain persistence,to maintain persistence,threat actors also moved laterally to the domain controller,Ngrok is known,54.217[.]2 and removed mde.ps,Ngrok is known,Ngrok is known,maintain persistence,leveraging SSH to build a reverse tunnel with their C2 server to dynamically forward traffic into the victim organization’s environment,to fill the gap in the cybercriminal market leading to an influx of LockBit affiliates,leveraging SSH to build a reverse tunnel with their C2 server to dynamically forward traffic into the victim organization’s environment
aa23-075a_chunk_3.txt,1024,What is the purpose of implementing a monitoring and reporting tool for network activity,To aid in detecting the ransomware,To aid in detecting the ransomware,To aid in detecting the ransomware,To aid in detecting the ransomware,CISA,CISA,CISA,CISA,"To aid in detecting the ransomware, implement a tool that logs and reports all network traffic, including lateral movement activity on a network","To aid in detecting the ransomware, implement a tool that logs and reports all network traffic, including lateral movement activity on a network","To aid in detecting the ransomware, implement a tool that logs and reports all network traffic, including lateral movement activity on a network","To aid in detecting the ransomware, implement a tool that logs and reports all network traffic, including lateral movement activity on a network"
aa21-008a_chunk_3.txt,1024,"What is the purpose of searching the ""Configuration:Type:Issuance Authority"" property in AD FS",Property Value references an unfamiliar domain,Property Value references an unfamiliar domain,Property Value references an unfamiliar domain,Property Value references an unfamiliar domain,.g,.g,.g,.g,Review events,Review events,Review events,Review events
aa23-347a_chunk_4.txt,1024,What is the purpose of testing security control inventory against ATT & CK techniques,Analyze your detection and prevention technologies’ performance,Analyze your detection and prevention technologies’ performance,to assess how they perform,Analyze your detection and prevention technologies’ performance,SKW,CK techniques identified in this advisory,SKW,.g,True,mapping malicious cyber activity to the MITRE ATT&CK framework,ATT&CK ID 7-zip Compresses files into an archive,mapping malicious cyber activity to the MITRE ATT&CK framework
aa23-075a_chunk_1.txt,1024,What is the purpose of creating the Mutex,to avoid running more than one instance of the ransomware,to avoid running more than one instance of the ransomware,to avoid running more than one instance of the ransomware,extortion of the organization,.0 Ransom Note ~~~ LockBit 3,"enumerate accessible network shares in a domain.[21],[22",.0 Ransom Note ~~~ LockBit 3,.0 Ransom Note ~~~ LockBit 3,GlobalMD4 hash of machine GUID>,to fill the gap in the cybercriminal market leading to an influx of LockBit affiliates,to fill the gap in the cybercriminal market leading to an influx of LockBit affiliates,to fill the gap in the cybercriminal market leading to an influx of LockBit affiliates
aa23-347a_chunk_2.txt,1024,What is the purpose of generating a directory with a specific name and storing infection specific BMP file there,to exchange data with the SVR operator,to exchange data with the SVR operator,to exchange data with the SVR operator,extortion of the organization,&CK Techniques,"enumerate accessible network shares in a domain.[21],[22",&CK Techniques,&CK Techniques,GraphicalProton generates a randomly named directory which is used to store infection-specific BMP files,xpack.exe,"Gathers AD information used to exploit a victim’s network, escalate privileges, and facilitate lateral movement",xpack.exe
aa23-263a_chunk_2.txt,1024,What are some ways to mitigate the risk associated with using Remote desktop protocols (RDP),virtual private networks (VPNs) or virtual desktop interfaces (VDIs),virtual private networks (VPNs) or virtual desktop interfaces (VDIs),virtual private networks (VPNs) or virtual desktop interfaces (VDIs),virtual private networks (VPNs) or virtual desktop interfaces (VDIs),"2.F]. Identify, detect","2.F]. Identify, detect","2.F]. Identify, detect","2.F]. Identify, detect",Strictly limit the use of RDP and other remote desktop services,Strictly limit the use of RDP and other remote desktop services,Strictly limit the use of RDP and other remote desktop services,Strictly limit the use of RDP and other remote desktop services
ar23-209a_chunk_2.txt,1024,What is purpose of using a Base  6 encoded shell string in a malware script,The string is a command that accepts input '%s',The string is a command that accepts input '%s',The string is a command that accepts input '%s',The string is a command that accepts input '%s',"Pane 1, shows the malware, in conjunction","Pane 1, shows the malware, in conjunction","Pane 1, shows the malware, in conjunction","Pane 1, shows the malware, in conjunction",'smtpctl' is a maliciously modified shell script used to remove mail files in 2 directories,'smtpctl' is a maliciously modified shell script used to remove mail files in 2 directories,'smtpctl' is a maliciously modified shell script used to remove mail files in 2 directories,'smtpctl' is a maliciously modified shell script used to remove mail files in 2 directories
aa20-275a_chunk_4.txt,1024,What is the main topic of the passage,Malicious Cyber Activity,memory leak,memory leak,memory leak,20-020A,7.8 has been assigned,7.8 has been assigned,7.8 has been assigned,Top 10 Routinely Exploited Vulnerabilities,CVE-2022-40303 has been assigned to this vulnerability,3.2.19 OUT-OF-BOUNDS WRITE CWE-787,True
icsa-24-046-11_chunk_8.txt,1024,What is the purpose of using the shared resource with improper synchronization in this exploit,RACE CONDITION,RACE CONDITION,RACE CONDITION,RACE CONDITION,2.37,2.37,2.37,2.37,CONCURRENT EXECUTION USING SHARED RESOURCE WITH IMPROPER SYNCHRONIZATION,CONCURRENT EXECUTION USING SHARED RESOURCE WITH IMPROPER SYNCHRONIZATION,CONCURRENT EXECUTION USING SHARED RESOURCE WITH IMPROPER SYNCHRONIZATION,CONCURRENT EXECUTION USING SHARED RESOURCE WITH IMPROPER SYNCHRONIZATION
aa23-059a_chunk_6.txt,1024,"What is the purpose of gathering information about employee network information, network security appliances, MDM vendors, physical location of maintenance staff, database credentials, API credentials and bash script credentials",leveraged that information to move laterally to SBS-connected assets,leveraged that information to move laterally to SBS-connected assets,leveraged that information to move laterally to SBS-connected assets,leveraged that information to move laterally to SBS-connected assets,e.g,e.g,e.g,e.g,True,True,True,True
icsa-24-102-08_chunk_2.txt,1024,What is the purpose of disabling the support for AVY531 in the OPEN SSL library,an attacker can influence whether the POLY1305 MAC algorithm is used,an attacker can influence whether the POLY1305 MAC algorithm is used,an attacker can influence whether the POLY1305 MAC algorithm is used,an attacker can influence whether the POLY1305 MAC algorithm is used,1305 MAC (message authentication code,1305 MAC (message authentication code,1305 MAC (message authentication code,1305 MAC (message authentication code,OPENSSL_ia32cap=: 0x200000,3.2.19 OUT-OF-BOUNDS WRITE CWE-787,3.2.19 OUT-OF-BOUNDS WRITE CWE-787,3.2.19 OUT-OF-BOUNDS WRITE CWE-787
icsa-23-166-10_chunk_0.txt,1024,What is the purpose of updating the ICS advisory for these Siemens products,up-to-date information on vulnerabilities,up-to-date information on vulnerabilities,up-to-date information on vulnerabilities,Privacy & Use policy,3.,CISA at this,3.,3.,CISA will no longer be updating ICS security advisories for Siemens product vulnerabilities beyond the initial advisory,CISA will no longer be updating ICS security advisories for Siemens product vulnerabilities beyond the initial advisory,CISA will no longer be updating ICS security advisories for Siemens product vulnerabilities beyond the initial advisory,CISA will no longer be updating ICS security advisories for Siemens product vulnerabilities beyond the initial advisory
icsa-24-074-07_chunk_1.txt,1024,"What is the purpose of using a WEEP, CMP, and GMP encryption keys for fragmented frame encryption",improper locking,improper locking,improper locking,improper locking,due to improper locking. This could lead,due to improper locking. This could lead,due to improper locking. This could lead,due to improper locking. This could lead,periodically renewed,periodically renewed,periodically renewed,periodically renewed
ar22-277a_chunk_4.txt,1024,"What are the differences between an MIFR and an MAR, how can they be requested, what is the purpose of submitting malware samples to each of these reports,  and what are some common suspicious activities that could trigger reporting",phishing-related scams,phishing-related scams,phishing-related scams,phishing-related scams,level of desired analysis,level of desired analysis,level of desired analysis,level of desired analysis,A Malware Initial Findings Report,A Malware Initial Findings Report,A Malware Initial Findings Report,A Malware Initial Findings Report
icsa-23-166-10_chunk_2.txt,1024,What is the purpose of using the `free_ pipe_ info()` function in this code,allows a local user to crash or potentially escalate their privileges,allows a local user to crash or potentially escalate their privileges,allows a local user to crash or potentially escalate their privileges,allows a local user to crash or potentially escalate their privileges,2022-3435 has been assigned to this vulnerability,2022-3435 has been assigned to this vulnerability,2022-3435 has been assigned to this vulnerability,2022-3435 has been assigned to this vulnerability,free_pipe_info() that is already called,free_pipe_info() that is already called,free_pipe_info() that is already called,free_pipe_info() that is already called
